# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = Static_Perception_Model_stan_model
# start_datetime = 2026-09-06 03:27:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 300
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = output/12_execute_output/static_perception/stan/simulation_data/Static_Perception_Model_stan_data.json
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/GeneralizedNotationNotation/output/11_render_output/static_perception/stan/output/12_execute_output/static_perception/stan/simulation_data/cmdstan/Static_Perception_Model_stan-20260905202743.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=Static_Perception_Model_stan.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,A_est.1.1,A_est.2.1,A_est.1.2,A_est.2.2,filtered_state.1.1,filtered_state.2.1,filtered_state.3.1,filtered_state.4.1,filtered_state.5.1,filtered_state.1.2,filtered_state.2.2,filtered_state.3.2,filtered_state.4.2,filtered_state.5.2,log_marginal
-25.148223,0.93663837,0.90987441,3,7,0,26.088867,0.85995467,0.30040338,0.14004533,0.69959662,0.16679172,0.41730718,0.21271863,0.89993634,0.031573575,0.83320828,0.58269282,0.78728137,0.10006366,0.96842642,-3.5239824
-22.813254,1,0.90987441,2,3,0,25.351945,0.80076632,0.14667423,0.19923368,0.85332577,0.18928496,0.60677234,0.13659261,0.9631138,0.020748049,0.81071504,0.39322766,0.86340739,0.036886196,0.97925195,-3.0050992
-23.389024,0.92236674,0.90987441,2,5,0,23.977804,0.8634181,0.13413758,0.1365819,0.86586242,0.13624887,0.57319273,0.10795174,0.97389335,0.012358335,0.86375113,0.42680727,0.89204826,0.026106645,0.98764167,-3.1243603
-22.815408,1,0.90987441,2,3,0,23.33671,0.75256804,0.13177088,0.24743196,0.86822912,0.22178058,0.65513617,0.13835192,0.96430425,0.024864796,0.77821942,0.34486383,0.86164808,0.035695752,0.9751352,-2.9137232
-22.838466,0.97051293,0.90987441,1,3,0,23.156484,0.80150882,0.11710612,0.19849118,0.88289388,0.18355273,0.65238499,0.11350176,0.9744501,0.017394909,0.81644727,0.34761501,0.88649824,0.025549898,0.98260509,-2.9433017
-23.185199,0.9374081,0.90987441,2,3,0,23.660792,0.76900087,0.20709416,0.23099913,0.79290584,0.22560602,0.55712033,0.19159909,0.92847037,0.036260741,0.77439398,0.44287967,0.80840091,0.071529633,0.96373926,-3.0926519
-23.041449,1,0.90987441,1,1,0,23.189174,0.76378657,0.19101528,0.23621343,0.80898472,0.2259987,0.57575437,0.1816112,0.93644518,0.033871675,0.7740013,0.42424563,0.8183888,0.063554819,0.96612833,-3.0508107
-22.937251,1,0.90987441,2,3,0,23.082193,0.75578074,0.10188566,0.24421926,0.89811434,0.21378979,0.70357759,0.11196353,0.97662639,0.020370025,0.78621021,0.29642241,0.88803647,0.023373606,0.97962997,-2.8556142
-24.173795,0.93348255,0.90987441,2,3,0,24.180922,0.67706629,0.24011791,0.32293371,0.75988209,0.29823513,0.5684569,0.24909967,0.88185423,0.072999641,0.70176487,0.4315431,0.75090033,0.11814577,0.92700036,-3.1017142
-23.736946,0.84667928,0.90987441,3,7,0,26.800371,0.69517419,0.073973548,0.30482581,0.92602645,0.24765426,0.77910184,0.098310422,0.98318345,0.022420494,0.75234574,0.22089816,0.90168958,0.016816546,0.97757951,-2.7747918
-23.979509,0.91860414,0.90987441,2,7,0,25.436802,0.86176915,0.069949168,0.13823085,0.93005083,0.12939551,0.71100352,0.062621368,0.99043184,0.0091687623,0.87060449,0.28899648,0.93737863,0.0095681598,0.99083124,-2.9821715
-23.822732,0.98850719,0.90987441,2,7,0,24.382305,0.87093488,0.19422388,0.12906512,0.80577612,0.138061,0.48620069,0.14408087,0.95343054,0.015953539,0.861939,0.51379931,0.85591913,0.046569458,0.98404646,-3.2883188
-23.983268,0.99659126,0.90987441,2,3,0,24.413278,0.89062957,0.12777036,0.10937043,0.87222964,0.11142056,0.55212879,0.094103525,0.97815677,0.0093013312,0.88857944,0.44787121,0.90589648,0.021843233,0.99069867,-3.2081429
-23.749924,0.99437535,0.90987441,3,7,0,24.344903,0.8721459,0.18276837,0.1278541,0.81723163,0.13528307,0.49737389,0.13639284,0.95807219,0.014822989,0.86471693,0.50262611,0.86360716,0.041927813,0.98517701,-3.2651232
-23.202939,1,0.90987441,3,7,0,23.801378,0.71691773,0.096079327,0.28308227,0.90392067,0.23848489,0.72864895,0.11547473,0.97619838,0.023520977,0.76151511,0.27135105,0.88452527,0.023801622,0.97647902,-2.8212671
-24.163212,0.60027297,0.90987441,1,3,0,28.803839,0.87587571,0.21725769,0.12412429,0.78274231,0.13687161,0.45782932,0.15585304,0.94492509,0.017232754,0.86312839,0.54217068,0.84414696,0.055074908,0.98276725,-3.3625723
-24.189761,0.94693817,0.90987441,3,7,0,24.881761,0.71623043,0.052444862,0.28376957,0.94755514,0.23045876,0.82560315,0.072487779,0.99055284,0.018268747,0.76954124,0.17439685,0.92751222,0.0094471615,0.98173125,-2.7371567
-23.488394,0.99874306,0.90987441,3,7,0,24.355146,0.78400546,0.066123477,0.21599454,0.93387652,0.1878424,0.76883217,0.07445319,0.98894731,0.014534929,0.8121576,0.23116783,0.92554681,0.01105269,0.98546507,-2.8141404
-22.835719,0.97861282,0.90987441,1,3,0,23.690618,0.8011851,0.11751559,0.1988149,0.88248441,0.18386667,0.65188085,0.11391046,0.97428168,0.017469098,0.81613333,0.34811915,0.88608954,0.025718318,0.9825309,-2.9436319
-22.782045,0.98776681,0.90987441,1,3,0,23.017309,0.76421524,0.13654213,0.23578476,0.86345787,0.21449747,0.64248676,0.13911125,0.96343552,0.024091694,0.78550253,0.35751324,0.86088875,0.036564485,0.97590831,-2.9346179
-23.082787,0.92616737,0.90987441,1,3,0,23.447239,0.81316793,0.18698678,0.18683207,0.81301322,0.18686098,0.54824087,0.16183431,0.94702981,0.024271369,0.81313902,0.45175913,0.83816569,0.052970188,0.97572863,-3.1172149
-22.995965,0.96882552,0.90987441,2,3,0,23.44532,0.80926181,0.098542224,0.19073819,0.90145778,0.17463733,0.68213269,0.096745434,0.98102493,0.014985344,0.82536267,0.31786731,0.90325457,0.018975074,0.98501466,-2.9178171
-23.180082,0.99224838,0.90987441,2,3,0,23.187469,0.82158414,0.088789805,0.17841586,0.9112102,0.16374045,0.69468747,0.08607408,0.98445744,0.013208684,0.83625955,0.30531253,0.91392592,0.015542563,0.98679132,-2.9209512
-23.792777,0.81571551,0.90987441,2,3,0,26.253867,0.71532832,0.23813229,0.28467168,0.76186771,0.27201239,0.5567012,0.23338881,0.89525918,0.059260061,0.72798761,0.4432988,0.76661119,0.10474082,0.94073994,-3.112771
-23.042793,1,0.90987441,2,3,0,23.70225,0.74509597,0.095279761,0.25490403,0.90472024,0.21981605,0.72041078,0.10848743,0.97833042,0.020611213,0.78018395,0.27958922,0.89151257,0.021669578,0.97938879,-2.8340726
-23.097415,0.99402662,0.90987441,2,3,0,23.344637,0.74178258,0.18893671,0.25821742,0.81106329,0.24148703,0.58891335,0.18733692,0.93348322,0.037809069,0.75851297,0.41108665,0.81266308,0.066516778,0.96219093,-3.025072
-23.612587,0.97043306,0.90987441,2,3,0,23.7689,0.67334055,0.097249405,0.32665945,0.90275059,0.26570423,0.73795715,0.12650617,0.97247604,0.0284117,0.73429577,0.26204285,0.87349383,0.027523962,0.9715883,-2.8205626
-23.87844,0.96215356,0.90987441,1,1,0,23.930137,0.65342934,0.09601467,0.34657066,0.90398533,0.27713326,0.74415391,0.12989456,0.97140344,0.030458515,0.72286674,0.25584609,0.87010544,0.028596557,0.96954148,-2.824033
-23.008658,0.99903047,0.90987441,2,3,0,23.961096,0.80056253,0.18455714,0.19943747,0.81544286,0.19651329,0.56001912,0.1644964,0.94613492,0.026021265,0.80348671,0.43998088,0.8355036,0.053865084,0.97397874,-3.0884142
-24.629812,0.58751412,0.90987441,1,3,0,27.557003,0.89219841,0.070259363,0.10780159,0.92974064,0.10390092,0.68028107,0.055831648,0.99130231,0.0070662827,0.89609908,0.31971893,0.94416835,0.0086976936,0.99293372,-3.0902545
-27.615502,0.82858322,0.90987441,2,3,0,28.32672,0.93229669,0.036233642,0.067703312,0.96376636,0.065637715,0.75904076,0.024933112,0.99697395,0.0038946681,0.93436228,0.24095924,0.97506689,0.0030260549,0.99610533,-3.2238159
-24.048012,1,0.90987441,2,3,0,27.629851,0.85535202,0.063530981,0.14464798,0.93646902,0.13379494,0.73444627,0.059074363,0.99152822,0.0093566481,0.86620506,0.26555373,0.94092564,0.0084717794,0.99064335,-2.9503099
-24.452866,0.97867022,0.90987441,2,3,0,25.125285,0.90045238,0.095792897,0.099547617,0.9042071,0.099175242,0.60330135,0.070261178,0.98659753,0.0072320931,0.90082476,0.39669865,0.92973882,0.013402474,0.99276791,-3.1798531
-22.956571,0.99552632,0.90987441,2,7,0,24.877184,0.73551336,0.16254094,0.26448664,0.83745906,0.24001785,0.62121497,0.16852951,0.94712435,0.033025336,0.75998215,0.37878503,0.83147049,0.052875655,0.96697466,-2.964571
-22.882084,0.98351944,0.90987441,2,7,0,23.163871,0.80360656,0.163111,0.19639344,0.836889,0.19006753,0.58302006,0.1479591,0.95646757,0.022460732,0.80993247,0.41697994,0.8520409,0.043532432,0.97753927,-3.045864
-23.276872,0.65781122,0.90987441,2,3,0,26.236733,0.79196941,0.075585852,0.20803059,0.92441415,0.18370043,0.74195688,0.081296653,0.98677103,0.014633404,0.81629957,0.25804312,0.91870335,0.013228967,0.9853666,-2.8436527
-23.176198,1,0.90987441,1,1,0,23.300313,0.79705261,0.081581892,0.20294739,0.91841811,0.18098238,0.72545542,0.085418874,0.98534444,0.014686367,0.81901762,0.27454458,0.91458113,0.014655555,0.98531363,-2.8631577
-23.162108,0.95358328,0.90987441,2,3,0,23.967573,0.84772688,0.12818004,0.15227312,0.87181996,0.1486907,0.59831656,0.10884314,0.97441481,0.013572994,0.8513093,0.40168344,0.89115686,0.025585188,0.98642701,-3.065568
-24.280714,0.78458837,0.90987441,2,3,0,24.976425,0.85514608,0.056147165,0.14485392,0.94385283,0.13305137,0.75692043,0.053397857,0.99291233,0.0090861691,0.86694863,0.24307957,0.94660214,0.0070876653,0.99091383,-2.9347944
-25.103145,0.94421299,0.90987441,2,7,0,25.7762,0.81163422,0.032743145,0.18836578,0.96725686,0.16299939,0.85855067,0.04027961,0.99620641,0.01086953,0.83700061,0.14144933,0.95972039,0.0037935881,0.98913047,-2.7904897
-24.541948,0.98853442,0.90987441,2,3,0,25.743481,0.80292828,0.040595701,0.19707172,0.9594043,0.1704071,0.83468719,0.048490944,0.9948035,0.011741308,0.8295929,0.16531281,0.95150906,0.0051964976,0.98825869,-2.7911266
-24.14522,0.94847233,0.90987441,2,7,0,25.691351,0.88954309,0.18194764,0.11045691,0.81805236,0.11896155,0.47670735,0.1280403,0.96108793,0.012391135,0.88103845,0.52329265,0.8719597,0.038912072,0.98760887,-3.3295839
-23.16572,0.96561224,0.90987441,3,7,0,25.296937,0.72052697,0.097094807,0.27947303,0.90290519,0.23636517,0.7256097,0.11562081,0.97604686,0.023300279,0.76363483,0.2743903,0.88437919,0.023953145,0.97669972,-2.8245217
-23.544275,0.96853542,0.90987441,2,3,0,23.755563,0.7877102,0.23717095,0.2122898,0.76282905,0.21770659,0.51997506,0.20570319,0.91528171,0.038655492,0.78229341,0.48002494,0.79429681,0.084718286,0.96134451,-3.1883351
-23.079363,1,0.90987441,2,3,0,23.583073,0.729882,0.099528781,0.270118,0.90047122,0.23075387,0.71796025,0.11576531,0.97574443,0.022687955,0.76924613,0.28203975,0.88423469,0.024255567,0.97731205,-2.833393
-23.155697,0.99953031,0.90987441,2,3,0,23.31676,0.7007243,0.12563069,0.2992757,0.87436931,0.25499678,0.6839124,0.14677351,0.96161612,0.030641816,0.74500322,0.3160876,0.85322649,0.038383876,0.96935818,-2.8751959
-22.950475,0.87378146,0.90987441,3,7,0,25.137743,0.82414857,0.15182706,0.17585143,0.84817294,0.17172582,0.58261879,0.13318402,0.96367293,0.018347675,0.82827418,0.41738121,0.86681598,0.036327073,0.98165233,-3.0607986
-23.032035,0.95981484,0.90987441,2,7,0,23.374144,0.7628548,0.18967748,0.2371452,0.81032252,0.22639857,0.57763626,0.18092527,0.93700756,0.033773152,0.77360143,0.42236374,0.81907473,0.062992436,0.96622685,-3.0468347
-24.204927,0.85897375,0.90987441,3,7,0,25.083617,0.6548639,0.07402999,0.3451361,0.92597001,0.27152422,0.78679478,0.10628362,0.98109141,0.026075642,0.72847578,0.21320522,0.89371638,0.018908589,0.97392436,-2.7826974
-24.599992,0.94459862,0.90987441,1,1,0,24.696092,0.63176804,0.071358176,0.36823196,0.92864182,0.28393816,0.79572345,0.10796346,0.98088169,0.027775721,0.71606184,0.20427655,0.89203654,0.019118312,0.97222428,-2.7902962
-24.666344,0.96779133,0.90987441,2,3,0,25.926518,0.72956844,0.040602278,0.27043156,0.95939772,0.21989358,0.85554959,0.058271836,0.99368807,0.016348803,0.78010642,0.14445041,0.94172816,0.0063119346,0.9836512,-2.7194512
-24.567652,1,0.90987441,2,3,0,24.850812,0.71508346,0.044274386,0.28491654,0.95572561,0.22965248,0.84796574,0.064103247,0.99258288,0.017595766,0.77034752,0.15203426,0.93589675,0.0074171219,0.98240423,-2.7214395
-24.325939,0.88396214,0.90987441,2,7,0,26.978474,0.61222701,0.12563272,0.38777299,0.87436728,0.30723446,0.70260475,0.17112904,0.95003235,0.044468903,0.69276554,0.29739525,0.82887096,0.04996765,0.9555311,-2.9022303
-22.915969,0.86495101,0.90987441,2,3,0,26.143691,0.7649579,0.10163627,0.2350421,0.89836373,0.20737682,0.69998488,0.10963062,0.97732398,0.019431388,0.79262318,0.30001512,0.89036938,0.022676017,0.98056861,-2.8636383
-24.946896,0.85714155,0.90987441,2,7,0,25.57039,0.91582326,0.10261307,0.084176744,0.89738693,0.085757802,0.56531228,0.068959401,0.9860564,0.006219798,0.9142422,0.43468772,0.9310406,0.013943598,0.9937802,-3.2696249
-25.32816,0.88952567,0.90987441,2,7,0,26.775433,0.89753591,0.26145815,0.10246409,0.73854185,0.12183516,0.39473699,0.16916123,0.93122752,0.017179798,0.87816484,0.60526301,0.83083877,0.068772482,0.9828202,-3.567826
-23.797443,0.98594758,0.90987441,2,7,0,26.734334,0.64884502,0.11434812,0.35115498,0.88565188,0.28392063,0.71398928,0.14964936,0.96161226,0.035325615,0.71607937,0.28601072,0.85035064,0.038387743,0.96467439,-2.8600442
-23.331236,0.84150204,0.90987441,3,7,0,25.936788,0.85975717,0.12991229,0.14024283,0.87008771,0.13880886,0.58387326,0.10626358,0.97488924,0.012460616,0.86119114,0.41612674,0.89373642,0.025110757,0.98753938,-3.1037075
-24.297272,0.83933884,0.90987441,2,5,0,25.021385,0.71393291,0.05026095,0.28606709,0.94973905,0.23148217,0.83186664,0.070566128,0.99106624,0.018221128,0.76851783,0.16813336,0.92943387,0.0089337576,0.98177887,-2.7324413
-23.516632,0.98032466,0.90987441,2,7,0,25.029847,0.87032668,0.13998656,0.12967332,0.86001344,0.13102461,0.55648206,0.10948913,0.9727061,0.012002924,0.86897539,0.44351794,0.89051087,0.0272939,0.98799708,-3.1599433
-22.780644,0.99383968,0.90987441,2,3,0,23.603877,0.79334433,0.13563798,0.20665567,0.86436202,0.19295262,0.62756604,0.13027699,0.96680241,0.020333434,0.80704738,0.37243396,0.86972301,0.033197594,0.97966657,-2.9696227
-23.72847,0.93018693,0.90987441,2,5,0,23.785442,0.6513577,0.15066979,0.3486423,0.84933021,0.29102696,0.66213652,0.18368666,0.94031482,0.045347369,0.70897304,0.33786348,0.81631334,0.059685182,0.95465263,-2.9273804
-23.848104,0.98296968,0.90987441,1,1,0,23.954311,0.64154255,0.13736792,0.35845745,0.86263208,0.29355542,0.68149609,0.17416074,0.94714367,0.042996373,0.70644458,0.31850391,0.82583926,0.052856332,0.95700363,-2.9060836
-23.106949,0.93576061,0.90987441,2,3,0,24.79685,0.79223345,0.085216362,0.20776655,0.91478364,0.18508442,0.71989281,0.089512086,0.98410411,0.015369172,0.81491558,0.28010719,0.91048791,0.015895886,0.98463083,-2.8634005
-23.009957,1,0.90987441,2,3,0,23.14115,0.80552916,0.095636215,0.19447084,0.90436379,0.17697917,0.69033471,0.095261024,0.98169531,0.015081296,0.82302083,0.30966529,0.90473898,0.018304693,0.9849187,-2.9053739
-23.878795,0.78622763,0.90987441,2,5,0,26.372338,0.65101413,0.18043141,0.34898587,0.81956859,0.2986475,0.62803806,0.2103005,0.91981706,0.055943907,0.7013525,0.37196194,0.7896995,0.080182935,0.94405609,-2.9841457
-23.878795,0.77605724,0.90987441,1,1,0,24.885561,0.65101413,0.18043141,0.34898587,0.81956859,0.2986475,0.62803806,0.2103005,0.91981706,0.055943907,0.7013525,0.37196194,0.7896995,0.080182935,0.94405609,-2.9841457
-24.333723,0.94087276,0.90987441,1,1,0,24.409297,0.61667365,0.16996629,0.38332635,0.83003371,0.31592135,0.6456725,0.21256368,0.91940317,0.06058557,0.68407865,0.3543275,0.78743632,0.080596832,0.93941443,-2.9789885
-23.554532,0.8482525,0.90987441,2,7,0,25.790608,0.82778754,0.22333586,0.17221246,0.77666414,0.18149089,0.50129538,0.18079917,0.93205489,0.026979684,0.81850911,0.49870462,0.81920083,0.067945113,0.97302032,-3.2340918
-23.037102,0.99722578,0.90987441,2,7,0,23.953139,0.76512338,0.19080276,0.23487662,0.80919724,0.22496169,0.57524686,0.18100608,0.93680778,0.033566954,0.77503831,0.42475314,0.81899392,0.063192219,0.96643305,-3.0518605
-23.827033,0.6172466,0.90987441,2,3,0,26.162053,0.84029484,0.23524103,0.15970516,0.76475897,0.17275431,0.48019682,0.18318595,0.92883791,0.026178345,0.82724569,0.51980318,0.81681405,0.071162095,0.97382165,-3.2946796
-24.027498,0.99038478,0.90987441,3,7,0,24.461259,0.86256506,0.22691848,0.13743494,0.77308152,0.15094174,0.46458415,0.16804261,0.93784144,0.02063117,0.84905826,0.53541585,0.83195739,0.062158562,0.97936883,-3.3402384
-24.269502,0.9464634,0.90987441,1,1,0,24.443025,0.86742883,0.23878576,0.13257117,0.76121424,0.1483255,0.44945015,0.17288587,0.93349372,0.021041108,0.8516745,0.55054985,0.82711413,0.066506277,0.97895889,-3.3865931
-25.378032,0.94042664,0.90987441,2,3,0,25.611381,0.89516533,0.26896275,0.10483467,0.73103725,0.12541954,0.39304373,0.17477286,0.92715185,0.018393159,0.87458046,0.60695627,0.82522714,0.072848146,0.98160684,-3.5772205
-22.776281,0.91693034,0.90987441,2,3,0,26.102796,0.78674166,0.14298162,0.21325834,0.85701838,0.19925533,0.62083277,0.13787963,0.96310497,0.022084989,0.80074467,0.37916723,0.86212037,0.036895027,0.97791501,-2.9756392
-23.126399,0.9592768,0.90987441,2,3,0,23.192757,0.82801457,0.17948952,0.17198543,0.82051048,0.17328578,0.54474125,0.151365,0.95273736,0.020926948,0.82671422,0.45525875,0.848635,0.047262641,0.97907305,-3.1316062
-25.179666,0.63961691,0.90987441,2,7,0,26.82048,0.60152513,0.23349365,0.39847487,0.76650635,0.34204403,0.58941808,0.27310467,0.85981089,0.10004615,0.65795597,0.41058192,0.72689533,0.14018911,0.89995385,-3.1008465
-23.896245,1,0.90987441,2,3,0,25.420732,0.86225006,0.074004493,0.13774994,0.92599551,0.12949521,0.69954042,0.065540442,0.98961092,0.009298638,0.87050479,0.30045958,0.93445956,0.010389085,0.99070136,-2.991975
-23.750864,0.99293708,0.90987441,2,7,0,24.265369,0.85878443,0.20848021,0.14121557,0.79151979,0.15139939,0.48529746,0.15832743,0.94529567,0.019275943,0.84860061,0.51470254,0.84167257,0.05470433,0.98072406,-3.2826755
-22.780641,0.99260184,0.90987441,3,7,0,23.873423,0.76793033,0.14272194,0.23206967,0.85727806,0.21303544,0.63171772,0.14305976,0.96111982,0.024528189,0.78696456,0.36828228,0.85694024,0.038880184,0.97547181,-2.9515414
-22.922977,0.97570277,0.90987441,2,3,0,23.033545,0.82411226,0.13447228,0.17588774,0.86552772,0.16889296,0.60805182,0.12052168,0.97018886,0.016631076,0.83110704,0.39194818,0.87947832,0.029811137,0.98336892,-3.0227077
-23.288628,0.96651688,0.90987441,2,3,0,23.556717,0.70245183,0.17894056,0.29754817,0.82105944,0.2659987,0.61519856,0.19219096,0.93188133,0.043418473,0.7340013,0.38480144,0.80780904,0.068118673,0.95658153,-2.9825047
-24.468583,0.76326441,0.90987441,2,3,0,25.416619,0.62613209,0.082486382,0.37386791,0.91751362,0.28951004,0.77371723,0.12164109,0.97561388,0.03062258,0.71048996,0.22628277,0.87835891,0.024386118,0.96937742,-2.8143056
-25.343506,0.90649397,0.90987441,2,7,0,27.01226,0.90496341,0.058791073,0.095036587,0.94120893,0.091712423,0.70166307,0.045063938,0.99357269,0.0059301379,0.90828758,0.29833693,0.95493606,0.0064273126,0.99406986,-3.1222864
-24.799696,1,0.90987441,1,1,0,25.352932,0.89324581,0.064752581,0.10675419,0.93524742,0.10245108,0.69576272,0.051829092,0.99230413,0.0068429524,0.89754892,0.30423728,0.94817091,0.0076958699,0.99315705,-3.0831368
-24.320438,0.97859138,0.90987441,2,3,0,26.020063,0.89610649,0.18072055,0.10389351,0.81927945,0.11253959,0.4691777,0.12411954,0.9625538,0.011451205,0.88746041,0.5308223,0.87588046,0.037446203,0.9885488,-3.3547689
-22.821101,0.99442658,0.90987441,2,7,0,24.373199,0.77494849,0.11347355,0.22505151,0.88652645,0.20246129,0.67379099,0.11729214,0.97373359,0.019780894,0.79753871,0.32620901,0.88270786,0.026266412,0.98021911,-2.8986145
-22.821101,0.86344811,0.90987441,1,3,0,24.617095,0.77494849,0.11347355,0.22505151,0.88652645,0.20246129,0.67379099,0.11729214,0.97373359,0.019780894,0.79753871,0.32620901,0.88270786,0.026266412,0.98021911,-2.8986145
-22.871277,0.97210248,0.90987441,1,3,0,23.079314,0.77297487,0.16906814,0.22702513,0.83093186,0.21458824,0.59492095,0.16211334,0.94940829,0.028048616,0.78541176,0.40507905,0.83788666,0.050591708,0.97195138,-3.01369
-22.972531,0.89037763,0.90987441,3,7,0,23.755332,0.8254877,0.11616868,0.1745123,0.88383132,0.16489191,0.63752168,0.10641927,0.97654741,0.014889848,0.83510809,0.36247832,0.89358073,0.023452585,0.98511015,-2.9863189
-23.052282,0.99552215,0.90987441,3,7,0,23.089455,0.72586061,0.16991684,0.27413939,0.83008316,0.24826462,0.61651939,0.17745629,0.94151496,0.036398292,0.75173538,0.38348061,0.82254371,0.058485042,0.96360171,-2.9739738
-25.166491,0.7477447,0.90987441,3,7,0,25.715861,0.88790645,0.04996694,0.11209355,0.95003306,0.1055369,0.7508221,0.042685295,0.99457138,0.0068053688,0.8944631,0.2491779,0.95731471,0.0054286243,0.99319463,-3.0314099
-23.636232,1,0.90987441,3,7,0,25.398421,0.65756558,0.14669851,0.34243442,0.85330149,0.28637964,0.66584824,0.17816409,0.94390591,0.042906264,0.71362036,0.33415176,0.82183591,0.056094094,0.95709374,-2.9180739
-24.095942,0.91406082,0.90987441,2,7,0,24.652607,0.65661218,0.078275015,0.34338782,0.92172498,0.27142862,0.77768149,0.11051056,0.97948181,0.026652039,0.72857138,0.22231851,0.88948944,0.020518194,0.97334796,-2.7898429
-24.005873,0.96785014,0.90987441,2,7,0,25.61088,0.87257057,0.077891323,0.12742943,0.92210868,0.12141477,0.67971968,0.065977131,0.98915584,0.008706822,0.87858523,0.32028032,0.93402287,0.010844165,0.99129318,-3.0330886
-23.139403,0.99201686,0.90987441,3,7,0,24.929836,0.70160546,0.13072486,0.29839454,0.86927514,0.25554705,0.67607168,0.15113815,0.95915739,0.031580759,0.74445295,0.32392832,0.84886185,0.040842605,0.96841924,-2.8854084
-25.284141,0.86466454,0.90987441,3,7,0,25.552477,0.92555489,0.14742366,0.074445115,0.85257634,0.080305709,0.46655588,0.089671215,0.97661118,0.0066341225,0.91969429,0.53344412,0.91032879,0.023388818,0.99336588,-3.426473
-22.870358,0.96423728,0.90987441,2,5,0,25.918738,0.74148205,0.14597539,0.25851795,0.85402461,0.23236679,0.63985116,0.15322633,0.95643265,0.02879582,0.76763321,0.36014884,0.84677367,0.043567354,0.97120418,-2.9343172
-22.945805,0.91795296,0.90987441,1,3,0,23.87198,0.82547896,0.14626666,0.17452104,0.85373334,0.16972555,0.58936872,0.12874287,0.96596465,0.017612673,0.83027445,0.41063128,0.87125713,0.03403535,0.98238733,-3.0514039
-23.905969,0.64154697,0.90987441,2,3,0,27.181687,0.66602632,0.08209784,0.33397368,0.91790216,0.26677859,0.76826186,0.11259816,0.97849142,0.026400268,0.73322141,0.23173814,0.88740184,0.02150858,0.97359973,-2.7937738
-24.396669,0.96222792,0.90987441,3,7,0,25.224911,0.87806372,0.065705226,0.12193628,0.93429477,0.1154447,0.70852022,0.055959875,0.99172107,0.0078922671,0.8845553,0.29147978,0.94404013,0.0082789262,0.99210773,-3.0268707
-23.890122,0.9829582,0.90987441,2,3,0,25.025843,0.82139989,0.057248917,0.17860011,0.94275108,0.15927223,0.77472417,0.06021887,0.99195829,0.01137095,0.84072777,0.22527583,0.93978113,0.0080417147,0.98862905,-2.8567503
-23.830446,0.92562718,0.90987441,2,3,0,25.615529,0.72175671,0.061600624,0.27824329,0.93839938,0.22869763,0.80111035,0.080940076,0.98818811,0.018778473,0.77130237,0.19888965,0.91905992,0.011811889,0.98122153,-2.7562835
-23.295641,1,0.90987441,2,3,0,23.792197,0.81992257,0.2055664,0.18007743,0.7944336,0.18478747,0.52401459,0.17210966,0.9393116,0.025802048,0.81521253,0.47598541,0.82789034,0.0606884,0.97419795,-3.17412
-23.099998,1,0.90987441,2,3,0,23.423068,0.80136826,0.087258117,0.19863174,0.91274188,0.17872634,0.71046898,0.089283135,0.98394066,0.014771281,0.82127366,0.28953102,0.91071686,0.016059337,0.98522872,-2.8813864
-22.855628,0.98201638,0.90987441,3,7,0,23.676388,0.79733322,0.16181862,0.20266678,0.83818138,0.19471311,0.58890004,0.14899745,0.9562122,0.023190621,0.80528689,0.41109996,0.85100255,0.043787801,0.97680938,-3.0324526
-24.13828,0.76914635,0.90987441,3,7,0,24.823987,0.73460601,0.05070764,0.26539399,0.94929236,0.21848767,0.82587046,0.067904487,0.99144519,0.016830643,0.78151233,0.17412954,0.93209551,0.0085548128,0.98316936,-2.7409992
-22.776067,0.93026008,0.90987441,1,3,0,25.268173,0.78796929,0.1418052,0.21203071,0.8581948,0.19811779,0.62177844,0.13661032,0.96373182,0.021772635,0.80188221,0.37822156,0.86338968,0.036268175,0.97822737,-2.9748682
-22.981579,0.94468666,0.90987441,3,7,0,23.38643,0.74707871,0.10048781,0.25292129,0.89951219,0.21946715,0.70976715,0.11272089,0.97655599,0.021068267,0.78053285,0.29023285,0.88727911,0.023444012,0.97893173,-2.8458746
